
data;

param n := 52;

param : E : c :=
0 1 167.00
0 2 70.00
0 3 99.00
0 4 73.00
0 5 82.00
0 6 160.00
0 7 107.00
0 8 150.00
0 9 140.00
0 10 260.00
0 11 164.00
0 12 244.00
0 13 280.00
0 14 75.00
0 15 65.00
0 16 107.00
0 17 40.00
0 18 76.00
0 19 53.00
0 20 72.00
0 21 12.00
0 22 45.00
0 23 69.00
0 24 103.00
0 25 182.00
0 26 200.00
0 27 177.00
0 28 102.00
0 29 90.00
0 30 37.00
0 31 23.00
0 32 207.00
0 33 34.00
0 34 30.00
0 35 31.00
0 36 52.00
0 37 60.00
0 38 42.00
0 39 52.00
0 40 99.00
0 41 141.00
0 42 116.00
0 43 39.00
0 44 60.00
0 45 70.00
0 46 198.00
0 47 67.00
0 48 16.00
0 49 54.00
0 50 197.00
0 51 305.00
1 0 167.00
1 2 162.00
1 3 262.00
1 4 236.00
1 5 245.00
1 6 11.00
1 7 239.00
1 8 284.00
1 9 283.00
1 10 410.00
1 11 315.00
1 12 360.00
1 13 379.00
1 14 239.00
1 15 181.00
1 16 124.00
1 17 149.00
1 18 211.00
1 19 141.00
1 20 98.00
1 21 159.00
1 22 127.00
1 23 230.00
1 24 257.00
1 25 298.00
1 26 325.00
1 27 311.00
1 28 159.00
1 29 98.00
1 30 135.00
1 31 182.00
1 32 372.00
1 33 196.00
1 34 194.00
1 35 196.00
1 36 214.00
1 37 224.00
1 38 207.00
1 39 217.00
1 40 224.00
1 41 26.00
1 42 281.00
1 43 186.00
1 44 206.00
1 45 215.00
1 46 288.00
1 47 228.00
1 48 182.00
1 49 149.00
1 50 355.00
1 51 429.00
2 0 70.00
2 1 162.00
2 3 151.00
2 4 127.00
2 5 136.00
2 6 153.00
2 7 77.00
2 8 121.00
2 9 122.00
2 10 317.00
2 11 223.00
2 12 312.00
2 13 350.00
2 14 126.00
2 15 134.00
2 16 54.00
2 17 34.00
2 18 52.00
2 19 110.00
2 20 72.00
2 21 60.00
2 22 90.00
2 23 126.00
2 24 163.00
2 25 251.00
2 26 267.00
2 27 243.00
2 28 163.00
2 29 126.00
2 30 52.00
2 31 61.00
2 32 226.00
2 33 98.00
2 34 93.00
2 35 92.00
2 36 112.00
2 37 116.00
2 38 98.00
2 39 107.00
2 40 62.00
2 41 138.00
2 42 139.00
2 43 109.00
2 44 55.00
2 45 138.00
2 46 268.00
2 47 126.00
2 48 72.00
2 49 116.00
2 50 249.00
2 51 371.00
3 0 99.00
3 1 262.00
3 2 151.00
3 4 26.00
3 5 17.00
3 6 257.00
3 7 131.00
3 8 153.00
3 9 133.00
3 10 166.00
3 11 74.00
3 12 178.00
3 13 224.00
3 14 25.00
3 15 96.00
3 16 200.00
3 17 133.00
3 18 119.00
3 19 125.00
3 20 170.00
3 21 109.00
3 22 134.00
3 23 31.00
3 24 27.00
3 25 129.00
3 26 132.00
3 27 104.00
3 28 145.00
3 29 172.00
3 30 135.00
3 31 93.00
3 32 129.00
3 33 67.00
3 34 69.00
3 35 68.00
3 36 48.00
3 37 39.00
3 38 58.00
3 39 47.00
3 40 136.00
3 41 238.00
3 42 61.00
3 43 77.00
3 44 103.00
3 45 58.00
3 46 165.00
3 47 34.00
3 48 86.00
3 49 119.00
3 50 99.00
3 51 227.00
4 0 73.00
4 1 236.00
4 2 127.00
4 3 26.00
4 5 9.00
4 6 231.00
4 7 118.00
4 8 146.00
4 9 128.00
4 10 190.00
4 11 96.00
4 12 192.00
4 13 236.00
4 14 6.00
4 15 77.00
4 16 175.00
4 17 108.00
4 18 100.00
4 19 102.00
4 20 144.00
4 21 83.00
4 22 109.00
4 23 8.00
4 24 38.00
4 25 138.00
4 26 146.00
4 27 120.00
4 28 127.00
4 29 149.00
4 30 109.00
4 31 68.00
4 32 147.00
4 33 41.00
4 34 43.00
4 35 42.00
4 36 22.00
4 37 13.00
4 38 32.00
4 39 21.00
4 40 120.00
4 41 212.00
4 42 67.00
4 43 53.00
4 44 83.00
4 45 43.00
4 46 168.00
4 47 12.00
4 48 60.00
4 49 97.00
4 50 125.00
4 51 246.00
5 0 82.00
5 1 245.00
5 2 136.00
5 3 17.00
5 4 9.00
5 6 239.00
5 7 123.00
5 8 149.00
5 9 131.00
5 10 182.00
5 11 87.00
5 12 186.00
5 13 231.00
5 14 10.00
5 15 82.00
5 16 184.00
5 17 116.00
5 18 107.00
5 19 109.00
5 20 153.00
5 21 92.00
5 22 117.00
5 23 14.00
5 24 31.00
5 25 133.00
5 26 140.00
5 27 113.00
5 28 132.00
5 29 156.00
5 30 118.00
5 31 76.00
5 32 142.00
5 33 49.00
5 34 51.00
5 35 50.00
5 36 30.00
5 37 22.00
5 38 40.00
5 39 30.00
5 40 126.00
5 41 220.00
5 42 65.00
5 43 60.00
5 44 90.00
5 45 46.00
5 46 165.00
5 47 18.00
5 48 69.00
5 49 103.00
5 50 116.00
5 51 239.00
6 0 160.00
6 1 11.00
6 2 153.00
6 3 257.00
6 4 231.00
6 5 239.00
6 7 230.00
6 8 274.00
6 9 274.00
6 10 407.00
6 11 311.00
6 12 360.00
6 13 380.00
6 14 234.00
6 15 178.00
6 16 113.00
6 17 141.00
6 18 202.00
6 19 138.00
6 20 90.00
6 21 152.00
6 22 123.00
6 23 225.00
6 24 253.00
6 25 298.00
6 26 324.00
6 27 309.00
6 28 159.00
6 29 96.00
6 30 128.00
6 31 175.00
6 32 365.00
6 33 190.00
6 34 189.00
6 35 190.00
6 36 209.00
6 37 219.00
6 38 201.00
6 39 212.00
6 40 214.00
6 41 19.00
6 42 274.00
6 43 182.00
6 44 197.00
6 45 211.00
6 46 289.00
6 47 223.00
6 48 175.00
6 49 146.00
6 50 351.00
6 51 429.00
7 0 107.00
7 1 239.00
7 2 77.00
7 3 131.00
7 4 118.00
7 5 123.00
7 6 230.00
7 8 46.00
7 9 45.00
7 10 286.00
7 11 203.00
7 12 309.00
7 13 354.00
7 14 113.00
7 15 165.00
7 16 127.00
7 17 95.00
7 18 31.00
7 19 159.00
7 20 145.00
7 21 104.00
7 22 147.00
7 23 122.00
7 24 154.00
7 25 256.00
7 26 262.00
7 27 235.00
7 28 208.00
7 29 190.00
7 30 114.00
7 31 85.00
7 32 161.00
7 33 114.00
7 34 109.00
7 35 105.00
7 36 115.00
7 37 112.00
7 38 103.00
7 39 105.00
7 40 16.00
7 41 214.00
7 42 90.00
7 43 132.00
7 44 47.00
7 45 150.00
