
data;

param n := 58;

param : E : c :=
0 1 2635.00
0 2 2713.00
0 3 2437.00
0 4 1600.00
0 5 2845.00
0 6 6002.00
0 7 1743.00
0 8 594.00
0 9 2182.00
0 10 2906.00
0 11 1658.00
0 12 464.00
0 13 3334.00
0 14 3987.00
0 15 2870.00
0 16 2601.00
0 17 330.00
0 18 3049.00
0 19 1302.00
0 20 3399.00
0 21 1946.00
0 22 1278.00
0 23 669.00
0 24 627.00
0 25 2878.00
0 26 1737.00
0 27 3124.00
0 28 2878.00
0 29 307.00
0 30 5217.00
0 31 799.00
0 32 3305.00
0 33 3716.00
0 34 2251.00
0 35 2878.00
0 36 3467.00
0 37 4316.00
0 38 2963.00
0 39 512.00
0 40 2515.00
0 41 4850.00
0 42 1937.00
0 43 367.00
0 44 3601.00
0 45 3936.00
0 46 2430.00
0 47 2691.00
0 48 2087.00
0 49 1861.00
0 50 2358.00
0 51 2263.00
0 52 1425.00
0 53 2266.00
0 54 2166.00
0 55 3870.00
0 56 1417.00
0 57 739.00
1 0 2635.00
1 2 314.00
1 3 2636.00
1 4 666.00
1 5 1096.00
1 6 4645.00
1 7 693.00
1 8 2889.00
1 9 287.00
1 10 772.00
1 11 1135.00
1 12 2875.00
1 13 1424.00
1 14 2185.00
1 15 1193.00
1 16 846.00
1 17 2142.00
1 18 1127.00
1 19 3104.00
1 20 1484.00
1 21 490.00
1 22 990.00
1 23 1950.00
1 24 2855.00
1 25 975.00
1 26 926.00
1 27 1214.00
1 28 599.00
1 29 2535.00
1 30 3860.00
1 31 3027.00
1 32 1407.00
1 33 1811.00
1 34 359.00
1 35 1060.00
1 36 1557.00
1 37 2959.00
1 38 394.00
1 39 2740.00
1 40 98.00
1 41 3538.00
1 42 856.00
1 43 2026.00
1 44 1710.00
1 45 1733.00
1 46 508.00
1 47 194.00
1 48 532.00
1 49 2906.00
1 50 435.00
1 51 335.00
1 52 2470.00
1 53 137.00
1 54 234.00
1 55 2072.00
1 56 1196.00
1 57 1517.00
2 0 2713.00
2 1 314.00
2 3 2730.00
2 4 706.00
2 5 791.00
2 6 4588.00
2 7 922.00
2 8 2991.00
2 9 217.00
2 10 760.00
2 11 1050.00
2 12 2915.00
2 13 1119.00
2 14 1776.00
2 15 1451.00
2 16 5410.00
2 17 2182.00
2 18 846.00
2 19 3333.00
2 20 578.00
2 21 721.00
2 22 1030.00
2 23 1990.00
2 24 2895.00
2 25 670.00
2 26 835.00
2 27 909.00
2 28 287.00
2 29 2575.00
2 30 3803.00
2 31 3067.00
2 32 1102.00
2 33 1505.00
2 34 158.00
2 35 439.00
2 36 1248.00
2 37 2902.00
2 38 287.00
2 39 2780.00
2 40 276.00
2 41 3436.00
2 42 771.00
2 43 2066.00
2 44 1395.00
2 45 1740.00
2 46 407.00
2 47 279.00
2 48 334.00
2 49 3135.00
2 50 337.00
2 51 235.00
2 52 2699.00
2 53 451.00
2 54 546.00
2 55 1882.00
2 56 2699.00
2 57 1557.00
3 0 2437.00
3 1 2636.00
3 2 2730.00
3 4 2824.00
3 5 3457.00
3 6 6083.00
3 7 2120.00
3 8 2040.00
3 9 2844.00
3 10 2973.00
3 11 3937.00
3 12 1958.00
3 13 3710.00
3 14 4363.00
3 15 2941.00
3 16 3207.00
3 17 1991.00
3 18 3512.00
3 19 1571.00
3 20 3392.00
3 21 2013.00
3 22 2922.00
3 23 2368.00
3 24 2170.00
3 25 3336.00
3 26 3503.00
3 27 3500.00
3 28 2884.00
3 29 2109.00
3 30 5298.00
3 31 2108.00
3 32 3643.00
3 33 4092.00
3 34 2934.00
3 35 3093.00
3 36 3843.00
3 37 4391.00
3 38 2763.00
3 39 2083.00
3 40 2543.00
3 41 4925.00
3 42 3236.00
3 43 2107.00
3 44 3939.00
3 45 4274.00
