
data;

param n := 30;

param : E : c :=
    1    2          69.43
    1    3          71.84
    1    4          60.00
    1    5          24.19
    1    6          58.22
    1    7          39.96
    1    8          30.87
    1    9          48.09
    1   10          21.40
    1   11          45.65
    1   12          18.68
    1   13          44.41
    1   14          49.16
    1   15          27.66
    1   16          30.61
    1   17          37.80
    1   18          29.97
    1   19          53.34
    1   20          21.40
    1   21          10.44
    1   22          66.41
    1   23          51.08
    1   24          70.04
    1   25          38.28
    1   26          15.13
    1   27          52.50
    1   28          33.97
    1   29          30.68
    1   30          70.24
    2    1          69.43
    2    3           6.08
    2    4          29.73
    2    5          53.71
    2    6         102.53
    2    7          34.71
    2    8          96.01
    2    9          89.83
    2   10          51.01
    2   11          29.12
    2   12          88.07
    2   13          34.18
    2   14          21.47
    2   15          45.62
    2   16          44.28
    2   17          39.05
    2   18          98.76
    2   19          25.00
    2   20          55.08
    2   21          78.77
    2   22          90.21
    2   23          21.84
    2   24          26.02
    2   25          50.21
    2   26          70.01
    2   27          55.57
    2   28          59.55
    2   29          72.20
    2   30          47.38
    3    1          71.84
    3    2           6.08
    3    4          26.40
    3    5          57.69
    3    6         107.52
    3    7          35.01
    3    8          97.25
    3    9          94.76
    3   10          52.47
    3   11          29.07
    3   12          90.52
    3   13          33.54
    3   14          25.61
    3   15          49.40
    3   16          45.01
    3   17          39.12
    3   18         101.51
    3   19          30.53
    3   20          56.08
    3   21          80.81
    3   22          95.88
    3   23          22.00
    3   24          32.00
    3   25          55.23
    3   26          71.18
    3   27          61.29
    3   28          64.35
    3   29          76.69
    3   30          53.46
    4    1          60.00
    4    2          29.73
    4    3          26.40
    4    5          55.07
    4    6         107.91
    4    7          20.52
    4    8          79.40
    4    9          95.29
    4   10          38.60
    4   11          16.12
    4   12          77.70
    4   13          15.62
    4   14          32.02
    4   15          46.96
    4   16          29.41
    4   17          22.20
    4   18          89.59
    4   19          42.30
    4   20          39.82
    4   21          66.73
    4   22         102.62
    4   23          16.03
    4   24          52.39
    4   25          59.20
    4   26          54.23
    4   27          70.46
    4   28          65.92
    4   29          75.29
    4   30          70.41
    5    1          24.19
    5    2          53.71
    5    3          57.69
    5    4          55.07
    5    6          52.84
    5    7          35.47
    5    8          55.01
    5    9          40.25
    5   10          25.32
    5   11          38.95
    5   12          39.62
    5   13          40.85
    5   14          32.25
    5   15           8.49
    5   16          31.14
    5   17          36.14
    5   18          48.01
    5   19          32.56
    5   20          30.08
    5   21          34.44
    5   22          51.00
    5   23          41.23
    5   24          48.00
    5   25          14.21
    5   26          35.47
    5   27          29.07
    5   28          13.15
    5   29          20.25
    5   30          46.07
    6    1          58.22
    6    2         102.53
    6    3         107.52
    6    4         107.91
    6    5          52.84
    6    7          88.10
    6    8          74.63
    6    9          12.81
    6   10          74.33
    6   11          91.79
    6   12          54.57
    6   13          93.47
    6   14          82.22
    6   15          61.06
    6   16          82.28
    6   17          88.24
    6   18          50.09
    6   19          77.90
    6   20          77.13
    6   21          61.20
    6   22          26.48
    6   23          93.74
    6   24          87.13
    6   25          52.33
    6   26          73.06
    6   27          51.00
    6   28          43.28
    6   29          32.65
    6   30          71.51
    7    1          39.96
    7    2          34.71
    7    3          35.01
    7    4          20.52
    7    5          35.47
    7    6          88.10
    7    8          62.51
    7    9          75.64
    7   10          18.79
    7   11           6.08
    7   12          58.14
    7   13           5.39
    7   14          22.67
    7   15          27.89
    7   16          10.20
    7   17           4.47
    7   18          69.84
    7   19          33.02
    7   20          21.38
    7   21          47.54
    7   22          85.00
    7   23          13.04
    7   24          48.10
    7   25          42.05
    7   26          36.50
    7   27          55.33
    7   28          47.30
    7   29          55.46
    7   30          60.83
    8    1          30.87
    8    2          96.01
    8    3          97.25
    8    4          79.40
    8    5          55.01
    8    6          74.63
    8    7          62.51
    8    9          68.43
    8   10          45.00
    8   11          68.59
    8   12          20.59
    8   13          65.31
    8   14          77.52
    8   15          58.19
    8   16          52.35
    8   17          58.86
    8   18          26.02
    8   19          83.20
    8   20          41.19
    8   21          20.59
    8   22          90.43
    8   23          75.33
    8   24         100.17
    8   25          68.96
    8   26          26.08
    8   27          82.66
    8   28          63.60
    8   29          56.64
    8   30         101.07
    9    1          48.09
    9    2          89.83
    9    3          94.76
    9    4          95.29
    9    5          40.25
    9    6          12.81
    9    7          75.64
    9    8          68.43
    9   10          62.59
    9   11          79.18
    9   12          47.85
    9   13          81.02
    9   14          69.43
    9   15          48.37
    9   16          70.21
    9   17          75.96
    9   18          46.10
    9   19          65.30
    9   20          65.76
    9   21          52.63
    9   22          23.43
    9   23          80.99
    9   24          75.18
    9   25          39.62
    9   26          63.20
    9   27          39.56
    9   28          30.48
    9   29          20.25
    9   30          60.88
   10    1          21.40
   10    2          51.01
   10    3          52.47
   10    4          38.60
   10    5          25.32
   10    6          74.33
   10    7          18.79
   10    8          45.00
   10    9          62.59
   10   11          24.70
   10   12          39.36
   10   13          23.02
   10   14          33.24
   10   15          21.47
   10   16           9.22
   10   17          16.40
   10   18          51.11
   10   19          40.71
   10   20           5.66
   10   21          28.79
   10   22          76.11
   10   23          30.81
   10   24          57.70
   10   25          37.16
   10   26          19.10
   10   27          52.33
   10   28          38.47
   10   29          42.58
   10   30          64.35
   11    1          45.65
   11    2          29.12
   11    3          29.07
   11    4          16.12
   11    5          38.95
   11    6          91.79
   11    7           6.08
   11    8          68.59
   11    9          79.18
   11   10          24.70
   11   12          63.98
   11   13           5.66
   11   14          20.12
   11   15          30.87
   11   16          16.28
   11   17          10.05
   11   18          75.59
   11   19          30.87
   11   20          27.46
   11   21          53.49
   11   22          87.10
   11   23           7.28
   11   24          44.69
   11   25          43.74
   11   26          42.58
   11   27          56.00
   11   28          49.98
   11   29          59.17
   11   30          59.24
   12    1          18.68
   12    2          88.07
   12    3          90.52
   12    4          77.70
   12    5          39.62
   12    6          54.57
   12    7          58.14
   12    8          20.59
   12    9          47.85
   12   10          39.36
   12   11          63.98
   12   13          62.27
   12   14          67.60
   12   15          45.01
   12   16          48.37
   12   17          55.57
   12   18          12.04
   12   19          71.01
   12   20          38.01
   12   21          11.31
   12   22          69.89
   12   23          69.64
   12   24          87.28
   12   25          52.50
   12   26          25.61
   12   27          64.85
   12   28          45.62
   12   29          36.88
   12   30          84.76
   13    1          44.41
   13    2          34.18
   13    3          33.54
   13    4          15.62
   13    5          40.85
   13    6          93.47
   13    7           5.39
   13    8          65.31
   13    9          81.02
   13   10          23.02
   13   11           5.66
   13   12          62.27
   13   14          25.55
   13   15          33.24
   13   16          13.89
   13   17           6.71
   13   18          74.09
   13   19          36.24
   13   20          24.70
   13   21          51.43
   13   22          90.26
   13   23          12.53
   13   24          50.33
   13   25          47.17
   13   26          39.56
   13   27          60.13
   13   28          52.63
   13   29          60.84
   13   30          64.47
   14    1          49.16
   14    2          21.47
   14    3          25.61
   14    4          32.02
   14    5          32.25
   14    6          82.22
   14    7          22.67
   14    8          77.52
   14    9          69.43
   14   10          33.24
   14   11          20.12
   14   12          67.60
   14   13          25.55
   14   15          24.17
   14   16          29.15
   14   17          26.87
   14   18          77.88
   14   19          10.77
   14   20          38.28
   14   21          59.01
   14   22          72.62
   14   23          16.12
   14   24          25.61
