
data;

param n := 35;

param : E : c :=
    1    2          72.47
    1    3          59.03
    1    4           8.06
    1    5          32.25
    1    6          82.05
    1    7          57.01
    1    8          50.96
    1    9          69.35
    1   10          35.36
    1   11          17.80
    1   12          82.38
    1   13          16.76
    1   14          84.40
    1   15          34.00
    1   16           7.81
    1   17          31.14
    1   18          25.50
    1   19          64.44
    1   20          18.87
    1   21          57.20
    1   22          83.93
    1   23          55.58
    1   24          51.62
    1   25          11.31
    1   26          92.31
    1   27          45.89
    1   28          24.74
    1   29          21.19
    1   30          25.55
    1   31          17.80
    1   32          42.72
    1   33          11.70
    1   34          83.01
    1   35          64.54
    2    1          72.47
    2    3          23.77
    2    4          66.04
    2    5          89.20
    2    6          35.85
    2    7          49.82
    2    8          96.90
    2    9          63.01
    2   10          41.01
    2   11          67.27
    2   12          79.16
    2   13          71.31
    2   14          84.10
    2   15          80.00
    2   16          80.13
    2   17          61.07
    2   18          60.88
    2   19          84.65
    2   20          56.92
    2   21          70.34
    2   22          20.81
    2   23         114.48
    2   24          21.93
    2   25          70.00
    2   26          73.08
    2   27          47.01
    2   28          56.57
    2   29          51.62
    2   30          77.93
    2   31          55.04
    2   32          81.12
    2   33          65.22
    2   34          38.08
    2   35          77.47
    3    1          59.03
    3    2          23.77
    3    4          51.42
    3    5          69.03
    3    6          25.30
    3    7          26.17
    3    8          74.40
    3    9          40.31
    3   10          23.77
    3   11          49.19
    3   12          57.07
    3   13          63.20
    3   14          61.81
    3   15          58.69
    3   16          65.97
    3   17          58.52
    3   18          41.34
    3   19          60.88
    3   20          48.26
    3   21          46.57
    3   22          25.50
    3   23          93.34
    3   24          12.81
    3   25          53.49
    3   26          54.20
    3   27          23.85
    3   28          38.01
    3   29          38.21
    3   30          71.85
    3   31          44.00
    3   32          58.60
    3   33          49.34
    3   34          26.93
    3   35          53.76
    4    1           8.06
    4    2          66.04
    4    3          51.42
    4    5          31.26
    4    6          74.11
    4    7          49.04
    4    8          48.37
    4    9          61.72
    4   10          27.66
    4   11          11.66
    4   12          75.21
    4   13          21.40
    4   14          77.47
    4   15          30.08
    4   16          14.56
    4   17          32.39
    4   18          18.03
    4   19          58.60
    4   20          17.12
    4   21          50.33
    4   22          76.54
    4   23          56.32
    4   24          44.72
    4   25           7.00
    4   26          84.58
    4   27          37.85
    4   28          16.76
    4   29          14.42
    4   30          31.14
    4   31          13.42
    4   32          38.08
    4   33           4.24
    4   34          75.03
    4   35          57.98
    5    1          32.25
    5    2          89.20
    5    3          69.03
    5    4          31.26
    5    6          85.49
    5    7          53.76
    5    8          19.72
    5    9          59.08
    5   10          48.27
    5   11          23.26
    5   12          66.29
    5   13          48.84
    5   14          66.48
    5   15          12.17
    5   16          28.79
    5   17          63.01
    5   18          28.32
    5   19          42.15
    5   20          48.37
    5   21          42.05
    5   22          94.05
    5   23          25.94
