
data;

param n := 5;

param : E : c :=
    1    2          46.57
    1    3           6.08
    1    4          45.34
    1    5          14.42
    2    1          46.57
    2    3          52.63
    2    4          43.42
    2    5          58.18
    3    1           6.08
    3    2          52.63
    3    4          49.41
    3    5          11.18
    4    1          45.34
    4    2          43.42
    4    3          49.41
    4    5          45.69
    5    1          14.42
    5    2          58.18
    5    3          11.18
    5    4          45.69
;

end;
