
data;

param n := 25;

param : E : c :=
    1    2          15.81
    1    3          88.54
    1    4          28.28
    1    5          94.19
    1    6          24.04
    1    7          28.23
    1    8          31.02
    1    9          10.20
    1   10          10.30
    1   11          19.10
    1   12          29.07
    1   13          76.92
    1   14          36.00
    1   15          54.41
    1   16          54.13
    1   17          90.80
    1   18          29.73
    1   19           7.21
    1   20         106.07
    1   21          93.86
    1   22          77.47
    1   23          24.76
    1   24          93.60
    1   25          67.27
    2    1          15.81
    2    3          89.94
    2    4          43.93
    2    5          91.44
    2    6          19.70
    2    7          21.38
    2    8          24.33
    2    9          25.96
    2   10          24.00
    2   11          29.41
    2   12          17.46
    2   13          66.76
    2   14          34.44
    2   15          42.54
    2   16          58.14
    2   17          89.19
    2   18          39.92
    2   19          22.85
    2   20         110.00
    2   21          94.02
    2   22          84.39
    2   23          13.15
    2   24          99.70
    2   25          76.32
    3    1          88.54
    3    2          89.94
    3    4          88.00
    3    5          24.17
    3    6          70.33
    3    7          69.89
    3    8          67.42
    3    9          87.86
    3   10          81.25
    3   11          71.59
    3   12          77.80
    3   13          63.79
    3   14          55.57
    3   15          72.11
    3   16          35.36
    3   17          17.09
    3   18          64.28
    3   19          90.71
    3   20          24.70
    3   21           8.60
    3   22          31.89
    3   23          79.88
    3   24          29.41
    3   25          44.78
    4    1          28.28
    4    2          43.93
    4    3          88.00
    4    5         100.44
    4    6          44.20
    4    7          49.20
    4    8          51.09
    4    9          18.11
    4   10          21.02
    4   11          23.43
    4   12          53.71
    4   13          95.78
    4   14          48.83
    4   15          76.84
    4   16          53.24
    4   17          95.35
    4   18          24.74
    4   19          22.00
    4   20          99.69
    4   21          95.13
    4   22          67.36
    4   23          50.09
    4   24          83.82
    4   25          53.71
    5    1          94.19
    5    2          91.44
    5    3          24.17
    5    4         100.44
    5    6          72.18
    5    7          70.09
    5    8          67.19
    5    9          96.08
    5   10          89.05
    5   11          80.31
    5   12          76.22
    5   13          47.17
    5   14          58.31
    5   15          62.80
    5   16          48.10
    5   17           7.21
    5   18          75.71
    5   19          98.00
    5   20          45.01
    5   21          17.26
    5   22          54.82
    5   23          79.40
    5   24          53.49
    5   25          65.86
    6    1          24.04
    6    2          19.70
    6    3          70.33
    6    4          44.20
    6    5          72.18
    6    7           5.00
    6    8           7.21
    6    9          30.23
    6   10          24.08
    6   11          21.93
    6   12          12.04
    6   13          53.34
    6   14          14.76
    6   15          32.65
    6   16          39.70
    6   17          69.64
    6   18          29.15
    6   19          29.97
    6   20          90.91
    6   21          74.32
    6   22          67.12
    6   23          11.18
    6   24          81.69
    6   25          61.10
    7    1          28.23
    7    2          21.38
    7    3          69.89
    7    4          49.20
    7    5          70.09
    7    6           5.00
    7    8           3.00
    7    9          35.00
    7   10          29.00
    7   11          26.83
    7   12           8.94
    7   13          48.76
    7   14          14.87
    7   15          27.66
    7   16          41.05
    7   17          68.01
    7   18          33.54
    7   19          34.48
    7   20          91.29
    7   21          73.36
    7   22          68.96
    7   23          10.00
    7   24          83.01
    7   25          63.89
    8    1          31.02
    8    2          24.33
    8    3          67.42
    8    4          51.09
    8    5          67.19
    8    6           7.21
    8    7           3.00
    8    9          37.44
    8   10          31.24
    8   11          28.30
    8   12          10.63
    8   13          46.14
    8   14          13.04
    8   15          25.81
    8   16          39.45
    8   17          65.19
    8   18          34.21
    8   19          37.12
    8   20          89.11
    8   21          70.71
    8   22          67.54
    8   23          12.53
    8   24          81.27
    8   25          63.06
    9    1          10.20
    9    2          25.96
    9    3          87.86
    9    4          18.11
    9    5          96.08
    9    6          30.23
    9    7          35.00
    9    8          37.44
    9   10           7.07
    9   11          16.28
    9   12          37.64
    9   13          83.53
    9   14          39.29
    9   15          62.29
    9   16          52.63
    9   17          92.02
    9   18          25.06
    9   19           4.47
    9   20         103.47
    9   21          93.90
    9   22          73.25
    9   23          33.60
    9   24          89.69
    9   25          61.72
   10    1          10.30
   10    2          24.00
   10    3          81.25
   10    4          21.02
   10    5          89.05
   10    6          24.08
   10    7          29.00
   10    8          31.24
   10    9           7.07
   10   11           9.85
   10   12          32.76
   10   13          77.10
   10   14          32.28
   10   15          56.59
   10   16          46.17
   10   17          85.05
   10   18          19.85
   10   19           9.49
   10   20          97.51
   10   21          87.13
   10   22          68.01
   10   23          29.07
   10   24          84.31
   10   25          57.28
   11    1          19.10
   11    2          29.41
   11    3          71.59
   11    4          23.43
   11    5          80.31
   11    6          21.93
   11    7          26.83
   11    8          28.30
   11    9          16.28
   11   10           9.85
   11   12          32.98
   11   13          72.35
   11   14          25.55
   11   15          54.08
   11   16          36.40
   11   17          76.01
   11   18          10.82
   11   19          19.31
   11   20          87.66
   11   21          77.65
   11   22          58.41
   11   23          30.27
   11   24          74.63
   11   25          48.27
   12    1          29.07
   12    2          17.46
   12    3          77.80
   12    4          53.71
   12    5          76.22
   12    6          12.04
   12    7           8.94
   12    8          10.63
   12    9          37.64
   12   10          32.76
   12   11          32.98
   12   13          49.34
   12   14          23.60
   12   15          25.55
   12   16          49.93
   12   17          74.73
   12   18          41.05
   12   19          36.07
   12   20          99.70
   12   21          80.78
   12   22          77.90
   12   23           4.47
   12   24          91.84
   12   25          72.73
   13    1          76.92
   13    2          66.76
