
data;

param n := 15;

param : E : c :=
    1    2         100.40
    1    3          58.01
    1    4          92.85
    1    5          57.31
    1    6          45.49
    1    7          55.61
    1    8          95.27
    1    9          81.61
    1   10         101.21
    1   11          67.78
    1   12          90.96
    1   13          62.27
    1   14           8.94
    1   15          78.24
    2    1         100.40
    2    3          50.64
    2    4          15.23
    2    5          43.42
    2    6          92.28
    2    7          97.58
    2    8          21.59
    2    9          31.58
    2   10           8.06
    2   11          36.62
    2   12          32.25
    2   13          91.08
    2   14          96.21
    2   15          35.51
    3    1          58.01
    3    2          50.64
    3    4          38.63
    3    5          24.84
    3    6          72.11
    3    7          81.61
    3    8          56.52
    3    9          49.65
    3   10          48.38
    3   11          36.40
    3   12          59.09
    3   13          80.52
    3   14          57.25
    3   15          20.52
    4    1          92.85
    4    2          15.23
    4    3          38.63
    4    5          38.59
    4    6          91.76
    4    7          98.49
    4    8          33.02
    4    9          37.85
    4   10          10.05
    4   11          36.67
    4   12          42.05
    4   13          93.38
    4   14          89.83
    4   15          21.00
    5    1          57.31
    5    2          43.42
    5    3          24.84
    5    4          38.59
    5    6          54.34
    5    7          62.29
    5    8          39.46
    5    9          28.28
    5   10          45.34
    5   11          13.34
    5   12          38.33
    5   13          59.14
    5   14          52.80
    5   15          33.02
    6    1          45.49
    6    2          92.28
    6    3          72.11
    6    4          91.76
    6    5          54.34
    6    7          10.82
    6    8          77.99
    6    9          63.25
    6   10          96.61
    6   11          55.90
    6   12          69.31
    6   13          17.09
    6   14          36.62
    6   15          86.70
    7    1          55.61
    7    2          97.58
    7    3          81.61
    7    4          98.49
    7    5          62.29
    7    6          10.82
    7    8          81.54
    7    9          67.23
    7   10         102.53
    7   11          61.98
    7   12          72.01
    7   13          10.44
    7   14          46.86
    7   15          95.13
    8    1          95.27
    8    2          21.59
    8    3          56.52
    8    4          33.02
    8    5          39.46
    8    6          77.99
    8    7          81.54
    8    9          14.87
    8   10          29.41
    8   11          27.51
    8   12          11.05
    8   13          73.82
    8   14          89.47
    8   15          48.26
    9    1          81.61
    9    2          31.58
    9    3          49.65
    9    4          37.85
    9    5          28.28
    9    6          63.25
    9    7          67.23
    9    8          14.87
    9   10          38.05
    9   11          15.03
    9   12          10.05
    9   13          60.01
    9   14          75.39
    9   15          47.01
   10    1         101.21
   10    2           8.06
   10    3          48.38
   10    4          10.05
   10    5          45.34
   10    6          96.61
   10    7         102.53
   10    8          29.41
   10    9          38.05
   10   11          40.72
   10   12          39.81
   10   13          96.57
   10   14          97.67
   10   15          31.02
   11    1          67.78
   11    2          36.62
   11    3          36.40
   11    4          36.67
   11    5          13.34
   11    6          55.90
   11    7          61.98
   11    8          27.51
   11    9          15.03
   11   10          40.72
   11   12          25.08
   11   13          56.72
   11   14          62.18
   11   15          38.63
   12    1          90.96
   12    2          32.25
   12    3          59.09
   12    4          42.05
   12    5          38.33
   12    6          69.31
   12    7          72.01
   12    8          11.05
   12    9          10.05
   12   10          39.81
   12   11          25.08
   12   13          63.81
   12   14          84.43
   12   15          54.45
   13    1          62.27
   13    2          91.08
   13    3          80.52
   13    4          93.38
   13    5          59.14
   13    6          17.09
   13    7          10.44
   13    8          73.82
   13    9          60.01
   13   10          96.57
   13   11          56.72
   13   12          63.81
   13   14          53.34
   13   15          92.14
   14    1           8.94
   14    2          96.21
   14    3          57.25
   14    4          89.83
   14    5          52.80
   14    6          36.62
   14    7          46.86
   14    8          89.47
   14    9          75.39
   14   10          97.67
   14   11          62.18
   14   12          84.43
   14   13          53.34
   14   15          76.85
   15    1          78.24
   15    2          35.51
   15    3          20.52
   15    4          21.00
   15    5          33.02
   15    6          86.70
   15    7          95.13
   15    8          48.26
   15    9          47.01
   15   10          31.02
   15   11          38.63
   15   12          54.45
   15   13          92.14
   15   14          76.85
;

end;
