
data;

param n := 10;

param : E : c :=
    1    2          56.30
    1    3          75.43
    1    4          46.10
    1    5          76.54
    1    6           9.43
    1    7          66.71
    1    8          85.15
    1    9          76.66
    1   10          30.61
    2    1          56.30
    2    3          28.00
    2    4         102.08
    2    5          81.63
    2    6          65.00
    2    7          98.73
    2    8          40.00
    2    9          79.61
    2   10          25.94
    3    1          75.43
    3    2          28.00
    3    4         118.34
    3    5          71.39
    3    6          84.81
    3    7          99.30
    3    8          12.00
    3    9          68.66
    3   10          46.14
    4    1          46.10
    4    2         102.08
    4    3         118.34
    4    5          93.94
    4    6          38.60
    4    7          62.65
    4    8         126.57
    4    9          95.57
    4   10          76.16
    5    1          76.54
    5    2          81.63
    5    3          71.39
    5    4          93.94
    5    6          82.98
    5    7          41.04
    5    8          70.03
    5    9           3.16
    5   10          71.59
    6    1           9.43
    6    2          65.00
    6    3          84.81
    6    4          38.60
    6    5          82.98
    6    7          68.68
    6    8          94.58
    6    9          83.36
    6   10          39.62
    7    1          66.71
    7    2          98.73
    7    3          99.30
    7    4          62.65
    7    5          41.04
    7    6          68.68
    7    8         101.92
    7    9          43.84
    7   10          78.75
    8    1          85.15
    8    2          40.00
    8    3          12.00
    8    4         126.57
    8    5          70.03
    8    6          94.58
    8    7         101.92
    8    9          67.07
    8   10          56.86
    9    1          76.66
    9    2          79.61
    9    3          68.66
    9    4          95.57
    9    5           3.16
    9    6          83.36
    9    7          43.84
    9    8          67.07
    9   10          70.43
   10    1          30.61
   10    2          25.94
   10    3          46.14
   10    4          76.16
   10    5          71.59
   10    6          39.62
   10    7          78.75
   10    8          56.86
   10    9          70.43
;

end;
