
data;

param n := 125;

param : E : c :=
0 1 101.00
0 2 209.00
0 3 110.00
0 4 103.00
0 5 101.00
0 6 100000.00
0 7 100000.00
0 8 100000.00
0 9 100000.00
0 10 105.00
0 11 100000.00
0 12 100000.00
0 13 100000.00
0 14 100000.00
0 15 108.00
0 16 100000.00
0 17 100000.00
0 18 100000.00
0 19 100000.00
0 20 109.00
0 21 100000.00
0 22 100000.00
0 23 100000.00
0 24 100000.00
0 25 103.00
0 26 100000.00
0 27 100000.00
0 28 100000.00
0 29 100000.00
0 30 100000.00
0 31 100000.00
0 32 100000.00
0 33 100000.00
0 34 100000.00
0 35 100000.00
0 36 100000.00
0 37 100000.00
0 38 100000.00
0 39 100000.00
0 40 100000.00
0 41 100000.00
0 42 100000.00
0 43 100000.00
0 44 100000.00
0 45 100000.00
0 46 100000.00
0 47 100000.00
0 48 100000.00
0 49 100000.00
0 50 101.00
0 51 100000.00
0 52 100000.00
0 53 100000.00
0 54 100000.00
0 55 100000.00
0 56 100000.00
0 57 100000.00
0 58 100000.00
0 59 100000.00
0 60 100000.00
0 61 100000.00
0 62 100000.00
0 63 100000.00
0 64 100000.00
0 65 100000.00
0 66 100000.00
0 67 100000.00
0 68 100000.00
0 69 100000.00
0 70 100000.00
0 71 100000.00
0 72 100000.00
0 73 100000.00
0 74 100000.00
0 75 106.00
0 76 100000.00
0 77 100000.00
0 78 100000.00
0 79 100000.00
0 80 100000.00
0 81 100000.00
0 82 100000.00
0 83 100000.00
0 84 100000.00
0 85 100000.00
0 86 100000.00
0 87 100000.00
0 88 100000.00
0 89 100000.00
0 90 100000.00
0 91 100000.00
0 92 100000.00
0 93 100000.00
0 94 100000.00
0 95 100000.00
0 96 100000.00
0 97 100000.00
0 98 100000.00
0 99 100000.00
0 100 103.00
0 101 100000.00
0 102 100000.00
0 103 100000.00
0 104 100000.00
0 105 100000.00
0 106 100000.00
0 107 100000.00
0 108 100000.00
0 109 100000.00
0 110 100000.00
0 111 100000.00
0 112 100000.00
0 113 100000.00
0 114 100000.00
0 115 100000.00
0 116 100000.00
0 117 100000.00
0 118 100000.00
0 119 100000.00
0 120 100000.00
0 121 100000.00
0 122 100000.00
0 123 100000.00
0 124 100000.00
1 0 101.00
1 2 209.00
1 3 108.00
1 4 105.00
1 5 100000.00
1 6 104.00
1 7 100000.00
1 8 100000.00
1 9 100000.00
1 10 100000.00
1 11 210.00
1 12 100000.00
1 13 100000.00
1 14 100000.00
1 15 100000.00
1 16 109.00
1 17 100000.00
1 18 100000.00
1 19 100000.00
1 20 100000.00
1 21 105.00
1 22 100000.00
1 23 100000.00
1 24 100000.00
1 25 100000.00
1 26 104.00
1 27 100000.00
1 28 100000.00
1 29 100000.00
1 30 100000.00
1 31 100000.00
1 32 100000.00
1 33 100000.00
1 34 100000.00
1 35 100000.00
1 36 100000.00
1 37 100000.00
1 38 100000.00
1 39 100000.00
1 40 100000.00
1 41 100000.00
1 42 100000.00
1 43 100000.00
1 44 100000.00
1 45 100000.00
1 46 100000.00
1 47 100000.00
1 48 100000.00
1 49 100000.00
1 50 100000.00
1 51 208.00
1 52 100000.00
1 53 100000.00
1 54 100000.00
1 55 100000.00
1 56 100000.00
1 57 100000.00
1 58 100000.00
1 59 100000.00
1 60 100000.00
1 61 100000.00
1 62 100000.00
1 63 100000.00
1 64 100000.00
1 65 100000.00
1 66 100000.00
1 67 100000.00
1 68 100000.00
1 69 100000.00
1 70 100000.00
1 71 100000.00
1 72 100000.00
