
data;

param n := 10;

param : E : c :=
0 1 56.30
0 2 75.43
0 3 46.10
0 4 76.54
0 5 9.43
0 6 66.71
0 7 85.15
0 8 76.66
0 9 30.61
1 0 56.30
1 2 28.00
1 3 102.08
1 4 81.63
1 5 65.00
1 6 98.73
1 7 40.00
1 8 79.61
1 9 25.94
2 0 75.43
2 1 28.00
2 3 118.34
2 4 71.39
2 5 84.81
2 6 99.30
2 7 12.00
2 8 68.66
2 9 46.14
3 0 46.10
3 1 102.08
3 2 118.34
3 4 93.94
3 5 38.60
3 6 62.65
3 7 126.57
3 8 95.57
3 9 76.16
4 0 76.54
4 1 81.63
4 2 71.39
4 3 93.94
4 5 82.98
4 6 41.04
4 7 70.03
4 8 3.16
4 9 71.59
5 0 9.43
5 1 65.00
5 2 84.81
5 3 38.60
5 4 82.98
5 6 68.68
5 7 94.58
5 8 83.36
5 9 39.62
6 0 66.71
6 1 98.73
6 2 99.30
6 3 62.65
6 4 41.04
6 5 68.68
6 7 101.92
6 8 43.84
6 9 78.75
7 0 85.15
7 1 40.00
7 2 12.00
7 3 126.57
7 4 70.03
7 5 94.58
7 6 101.92
7 8 67.07
7 9 56.86
8 0 76.66
8 1 79.61
8 2 68.66
8 3 95.57
8 4 3.16
8 5 83.36
8 6 43.84
8 7 67.07
8 9 70.43
9 0 30.61
9 1 25.94
9 2 46.14
9 3 76.16
9 4 71.59
9 5 39.62
9 6 78.75
9 7 56.86
9 8 70.43
;

set T := 0, 1, 2, 3, 4;

param t0 := 0;

end;
